input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,input_11,input_12,input_13,input_14,input_15,input_16,input_17,input_18,input_19,input_20,target
3.031820145695171,-1.175948946401597,2.2609568630639885,-0.838670946920508,2.130485621292564,-1.175948946401597,-0.9473721623331167,-1.175948946401597,-0.838670946920508,1.1277477590342644,-1.7143664677949086,1.1277477590342644,-0.838670946920508,2.2609568630639885,-2.27672289169558,1.1277477590342644,-2.27672289169558,-0.9934208321107509,-2.27672289169558,-0.9934208321107509,1
-0.1344001521589837,1.4949012022667847,3.503370581494772,-2.005709676213912,2.748506432874159,1.4949012022667847,5.045759995195862,1.4949012022667847,-2.005709676213912,-2.0800010504571427,-0.4763097492431668,-2.0800010504571427,-2.005709676213912,3.503370581494772,0.6831844194134332,-2.0800010504571427,0.6831844194134332,-1.2872750760504434,0.6831844194134332,-1.2872750760504434,1
-0.09861570566278477,0.008702028056393089,-0.12267764048242569,-0.14264456627443275,-0.17057821270096177,0.008702028056393089,0.41340290197317103,0.008702028056393089,-0.14264456627443275,-0.4839856487536731,0.22447677789245354,-0.4839856487536731,-0.14264456627443275,-0.12267764048242569,0.36988273250857256,-0.4839856487536731,0.36988273250857256,-0.35360713930831067,0.36988273250857256,-0.35360713930831067,0
0.16256735889207818,-0.2760994433161657,-0.42403094828011456,0.36953899490240144,-0.2826173912158674,-0.2760994433161657,-1.0481644545845763,-0.2760994433161657,0.36953899490240144,0.6207534595093775,-0.09424985051351001,0.6207534595093775,0.36953899490240144,-0.42403094828011456,-0.3720596089133757,0.6207534595093775,-0.3720596089133757,0.363506914686347,-0.3720596089133757,0.363506914686347,0
1.7787410989338546,-2.3939461750296243,-2.7329522748391204,0.23205343071521528,-2.4511723262416587,-2.3939461750296243,-2.597459188601125,-2.3939461750296243,0.23205343071521528,-0.8393656320828412,0.9017373435472859,-0.8393656320828412,0.23205343071521528,-2.7329522748391204,0.4307783732681634,-0.8393656320828412,0.4307783732681634,-2.3054308048646326,0.4307783732681634,-2.3054308048646326,0
0.7253934516748157,-0.47568052393018734,0.10139954291595876,-0.3187261210315419,0.046880237403360316,-0.47568052393018734,9.469184412972568e-05,-0.47568052393018734,-0.3187261210315419,-0.36454554780678283,-0.04351346552267205,-0.36454554780678283,-0.3187261210315419,0.10139954291595876,-0.05169253934887904,-0.36454554780678283,-0.05169253934887904,-0.8256095915750397,-0.05169253934887904,-0.8256095915750397,1
-1.7625652684292241,0.6859016183308748,-1.239466020291056,-0.1107206211548968,-1.3551183201265233,0.6859016183308748,1.921708895200695,0.6859016183308748,-0.1107206211548968,-2.0326345786207023,1.4381219170343835,-2.0326345786207023,-0.1107206211548968,-1.239466020291056,2.1893371451904455,-2.0326345786207023,2.1893371451904455,-0.5856781053465645,2.1893371451904455,-0.5856781053465645,0
2.2913304416982125,-0.42950637790972607,2.83712335677351,-1.124112204788029,2.547564634343641,-0.42950637790972607,0.5102731284486031,-0.42950637790972607,-1.124112204788029,0.5754649344826805,-1.5903516347722215,0.5754649344826805,-1.124112204788029,2.83712335677351,-1.767805847967763,0.5754649344826805,-1.767805847967763,-0.8624174588380898,-1.767805847967763,-0.8624174588380898,1
2.6101326071665367,-2.273296796096703,-1.0255460204010105,-0.4590193681905104,-0.9599654390570023,-2.273296796096703,-1.7014663015619982,-2.273296796096703,-0.4590193681905104,-0.7695668926514447,0.138346396751333,-0.7695668926514447,-0.4590193681905104,-1.0255460204010105,-0.2564659723356121,-0.7695668926514447,-0.2564659723356121,-2.6621702264427314,-0.2564659723356121,-2.6621702264427314,1
1.321951229598579,-0.955402569993285,-0.018207083891490505,-0.6110108018746158,-0.12062490194558066,-0.955402569993285,0.04937439895790356,-0.955402569993285,-0.6110108018746158,-0.8988120133068253,0.07018431819117422,-0.8988120133068253,-0.6110108018746158,-0.018207083891490505,0.09607875250745708,-0.8988120133068253,0.09607875250745708,-1.7263345677758886,0.09607875250745708,-1.7263345677758886,0
